label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
10,0.471924,0.583496,0.6054689999999999,0.53125,0.474121,0.604004,0.6503909999999999,0.675293,0.686523,0.5039060000000001,0.467773,0.441406,0.407471,0.41333,0.376221,0.426025,0.446777,0.330322,0.330566,0.379883,0.404785,0.794434,0.700684,0.530273,0.3874510000000001,0.30004899999999995,0.462402,0.315186,0.208984,0.117493,0.479736,0.283691,0.15246600000000002,0.036956800000000005,0.534668,0.395264,0.497559,0.577148,0.6079100000000001,0.5112300000000001,0.595703,0.6606449999999999,8.23289e-05,-0.0579834,-0.113297,-0.185394,-0.256958,-0.0323868,-0.106583,-0.142975,-0.162201,-0.0683975,-0.12207,-0.155411,-0.183716,-0.122223,-0.235748,-0.229492,-0.201263,-0.179749,-0.289001,-0.28625500000000004,-0.260773
10,0.423828,0.5507810000000001,0.6079100000000001,0.557129,0.487549,0.608398,0.678711,0.7172850000000001,0.7460939999999999,0.5195310000000001,0.525879,0.53125,0.533203,0.431641,0.440186,0.470459,0.47583,0.344971,0.368408,0.405762,0.420166,0.8168949999999999,0.726074,0.586914,0.465088,0.39917,0.494873,0.355469,0.266357,0.191284,0.479248,0.308838,0.201294,0.115234,0.5097659999999999,0.402588,0.4853520000000001,0.554688,0.554688,0.473145,0.538086,0.601074,7.171180000000001e-05,-0.0303459,-0.0690842,-0.121002,-0.165253,0.0374413,-0.0242615,-0.0676346,-0.0880432,3.47197e-05,-0.034999800000000005,-0.0626755,-0.0848389,-0.0552368,-0.128021,-0.154266,-0.16571,-0.115509,-0.178528,-0.201874,-0.217285
7,0.407471,0.539551,0.591309,0.539062,0.472656,0.569824,0.590332,0.588379,0.5766600000000001,0.47998,0.4992680000000001,0.5200199999999999,0.5327149999999999,0.389404,0.399414,0.4426270000000001,0.45874,0.305908,0.337402,0.380859,0.398926,0.836426,0.7641600000000001,0.620117,0.487549,0.4030760000000001,0.5141600000000001,0.358154,0.261719,0.183472,0.508301,0.338623,0.234131,0.150635,0.5371090000000001,0.45459,0.5742189999999999,0.659668,0.5893550000000001,0.540039,0.6362300000000001,0.706543,6.977470000000001e-05,-0.0425339,-0.06702419999999999,-0.107956,-0.136719,0.0244141,-0.0363922,-0.08117680000000001,-0.109177,-0.00998497,-0.0842285,-0.13504000000000002,-0.16708399999999998,-0.0600815,-0.166016,-0.177612,-0.167236,-0.114059,-0.219574,-0.241547,-0.24231
17,0.564941,0.472412,0.406494,0.319092,0.256836,0.468506,0.414062,0.357422,0.319824,0.454834,0.30835,0.202759,0.121216,0.427246,0.265625,0.268311,0.285156,0.394775,0.264648,0.29199200000000003,0.332764,0.8110350000000001,0.6875,0.549316,0.486572,0.456299,0.451904,0.28930700000000004,0.171753,0.0856323,0.4853520000000001,0.341797,0.258301,0.1875,0.544922,0.494873,0.567871,0.6132810000000001,0.601562,0.604004,0.6777340000000001,0.726074,6.7465e-05,-0.0635147,-0.154877,-0.249176,-0.368347,-0.16403199999999998,-0.266113,-0.323792,-0.363159,-0.177612,-0.281677,-0.304108,-0.316162,-0.199127,-0.290222,-0.231934,-0.177155,-0.223999,-0.2742,-0.227203,-0.180359
18,0.6206050000000001,0.677246,0.6674800000000001,0.549316,0.4462890000000001,0.578125,0.562988,0.5483399999999999,0.534668,0.491455,0.429932,0.384277,0.34375,0.438965,0.351318,0.304199,0.267334,0.405273,0.407959,0.468506,0.5141600000000001,0.8110350000000001,0.7231449999999999,0.607422,0.575195,0.581055,0.449463,0.311035,0.223633,0.148438,0.475342,0.332031,0.251221,0.190186,0.5410159999999999,0.447021,0.378662,0.313721,0.625488,0.583008,0.608398,0.6367189999999999,6.35535e-05,-0.0931549,-0.163727,-0.231323,-0.295105,-0.0393677,-0.0662994,-0.0738525,-0.0632477,-0.0442123,-0.0512314,-0.0395584,-0.00964165,-0.0647736,-0.110245,-0.126801,-0.122681,-0.0955963,-0.147171,-0.167236,-0.161133
19,0.493896,0.6621090000000001,0.742676,0.768555,0.802246,0.560547,0.520508,0.520996,0.530273,0.440674,0.407471,0.435547,0.469238,0.34082,0.306885,0.345215,0.384521,0.259766,0.19751,0.159668,0.133423,0.860352,0.780762,0.614746,0.4646,0.328369,0.488037,0.415771,0.530273,0.608887,0.508301,0.44751,0.576172,0.648926,0.552246,0.494629,0.612793,0.688477,0.614258,0.519043,0.481689,0.441895,0.000115931,-0.156708,-0.197754,-0.231934,-0.236816,-0.0755692,-0.254974,-0.301514,-0.259247,-0.0553131,-0.29388400000000003,-0.365601,-0.333862,-0.0695801,-0.288086,-0.34057600000000005,-0.316772,-0.0959778,-0.203857,-0.254211,-0.269318
6,0.432617,0.560547,0.638672,0.65332,0.6289060000000001,0.5371090000000001,0.492188,0.454834,0.420166,0.450928,0.400879,0.435791,0.471436,0.368408,0.328125,0.371338,0.407715,0.291748,0.25805700000000004,0.296143,0.327637,0.8286129999999999,0.756836,0.635254,0.520996,0.4306640000000001,0.4853520000000001,0.337158,0.245239,0.171631,0.510254,0.427734,0.560547,0.640625,0.5512699999999999,0.491211,0.611816,0.677246,0.600586,0.5507810000000001,0.6289060000000001,0.672852,8.2925e-05,-0.12291,-0.17944300000000002,-0.22522,-0.25100700000000004,-0.108643,-0.234985,-0.319824,-0.362549,-0.0989532,-0.285797,-0.315552,-0.285187,-0.1091,-0.286407,-0.299377,-0.25802600000000003,-0.129623,-0.25589,-0.287628,-0.28442399999999995
8,0.548828,0.661621,0.6733399999999999,0.5371090000000001,0.404297,0.6030270000000001,0.486816,0.499512,0.536133,0.4992680000000001,0.383545,0.424561,0.4733890000000001,0.405273,0.308838,0.360596,0.408203,0.315918,0.247681,0.211792,0.169434,0.8808590000000001,0.736328,0.547852,0.447754,0.478027,0.433105,0.36792,0.47998,0.5375979999999999,0.471436,0.431641,0.5683590000000001,0.6445310000000001,0.5253909999999999,0.507812,0.637695,0.706543,0.586914,0.463135,0.377197,0.27636700000000003,0.000103563,-0.074501,-0.08705139999999999,-0.11795,-0.102921,0.0953674,-0.0667191,-0.0922394,-0.042572000000000006,0.0881195,-0.0947571,-0.116119,-0.0613022,0.0463104,-0.135727,-0.11261,-0.034217800000000013,-0.0124073,-0.0605011,-0.0640106,-0.0434875
19,0.481445,0.617676,0.699707,0.739258,0.75,0.536621,0.490723,0.5112300000000001,0.536621,0.44458,0.399902,0.428467,0.472656,0.364502,0.326416,0.358398,0.399658,0.301758,0.244385,0.196533,0.160645,0.824707,0.773438,0.655273,0.541504,0.452881,0.5581050000000001,0.480957,0.5795899999999999,0.642578,0.586914,0.522949,0.6308590000000001,0.688477,0.627441,0.577148,0.669434,0.7226560000000001,0.672363,0.591309,0.5483399999999999,0.495361,9.07481e-05,-0.140381,-0.182495,-0.22888200000000006,-0.250092,-0.0323296,-0.162964,-0.203705,-0.157318,-0.00665665,-0.197601,-0.256042,-0.223541,-0.0117207,-0.16922,-0.226898,-0.21759,-0.0279427,-0.0511932,-0.0682449,-0.0739288
17,0.5195310000000001,0.645996,0.678711,0.577148,0.456787,0.586914,0.6157229999999999,0.6293949999999999,0.6367189999999999,0.480225,0.42749,0.389648,0.345947,0.388672,0.393799,0.45874,0.491943,0.311279,0.324707,0.384277,0.422119,0.825684,0.749512,0.616699,0.528809,0.49585,0.5058590000000001,0.330322,0.216919,0.110718,0.5268550000000001,0.329346,0.204224,0.08312989999999999,0.581055,0.488037,0.59375,0.674316,0.648926,0.569824,0.6503909999999999,0.7231449999999999,8.3521e-05,-0.0969696,-0.183258,-0.267639,-0.328674,-0.136642,-0.25589,-0.30761700000000003,-0.326538,-0.168457,-0.282135,-0.366211,-0.441284,-0.207825,-0.348511,-0.334473,-0.313416,-0.261536,-0.367432,-0.374451,-0.365601
19,0.447021,0.578125,0.6674800000000001,0.71582,0.725586,0.5351560000000001,0.490234,0.499512,0.523438,0.445801,0.401123,0.4228520000000001,0.461426,0.365967,0.325195,0.347412,0.380371,0.30127,0.25415,0.213379,0.182617,0.7768550000000001,0.710938,0.617188,0.513672,0.4360350000000001,0.520508,0.4343260000000001,0.518555,0.583496,0.5410159999999999,0.474609,0.5664060000000001,0.6152340000000001,0.572754,0.508301,0.585938,0.635742,0.611816,0.530273,0.479492,0.4204100000000001,9.08971e-05,-0.101318,-0.122604,-0.145264,-0.154114,-0.012950899999999998,-0.1017,-0.12207,-0.0720596,0.0123596,-0.12207,-0.158997,-0.136261,0.011549,-0.10383599999999997,-0.145874,-0.137711,0.00419617,-0.00957489,-0.025749200000000003,-0.0377846
1,0.4343260000000001,0.594727,0.6625979999999999,0.625488,0.5327149999999999,0.5844729999999999,0.567871,0.543457,0.520996,0.482422,0.466797,0.449219,0.432129,0.393311,0.378662,0.370605,0.360107,0.312012,0.292725,0.288818,0.280518,0.856934,0.8032229999999999,0.6860350000000001,0.581055,0.561523,0.554199,0.376709,0.266846,0.174927,0.534668,0.341797,0.218018,0.118469,0.541504,0.362305,0.246216,0.148438,0.578125,0.432861,0.344482,0.257812,8.635219999999999e-05,-0.0972748,-0.17868,-0.25802600000000003,-0.32959,-0.107193,-0.180054,-0.224762,-0.244751,-0.109558,-0.17639200000000002,-0.233917,-0.276642,-0.117874,-0.201569,-0.249023,-0.27084400000000003,-0.133667,-0.185242,-0.211182,-0.224457
1,0.522949,0.596191,0.605957,0.510254,0.410156,0.5664060000000001,0.517578,0.46875,0.418457,0.479492,0.421875,0.372314,0.317627,0.407227,0.350586,0.311035,0.263672,0.344727,0.304199,0.27417,0.239258,0.842773,0.7871090000000001,0.6704100000000001,0.602051,0.5898439999999999,0.487305,0.337891,0.25,0.173828,0.492432,0.329346,0.228149,0.13830599999999998,0.524414,0.381348,0.286621,0.19751,0.5844729999999999,0.475098,0.40332,0.32568400000000003,6.98864e-05,-0.17639200000000002,-0.26947,-0.342712,-0.400696,-0.138016,-0.205536,-0.266418,-0.307159,-0.0965118,-0.151443,-0.227203,-0.278168,-0.0716782,-0.121002,-0.17807,-0.21347,-0.0639725,-0.10986300000000003,-0.148544,-0.170898
16,0.421387,0.574707,0.672363,0.684082,0.6499020000000001,0.474854,0.395996,0.362793,0.344238,0.381836,0.328857,0.399902,0.453125,0.304688,0.252197,0.325195,0.37085,0.24231,0.209595,0.25805700000000004,0.287109,0.8505860000000001,0.779297,0.625488,0.486328,0.378174,0.513184,0.389404,0.35791,0.34668000000000004,0.554688,0.4523930000000001,0.569824,0.626953,0.6132810000000001,0.5410159999999999,0.648438,0.685547,0.685059,0.6367189999999999,0.713867,0.7407229999999999,9.50694e-05,-0.109711,-0.169525,-0.225677,-0.252228,-0.0531006,-0.126953,-0.163879,-0.164795,-0.0473404,-0.223541,-0.250397,-0.202026,-0.0563812,-0.21820100000000006,-0.243835,-0.208893,-0.0727081,-0.176697,-0.205688,-0.193939
3,0.451172,0.5825199999999999,0.668457,0.7358399999999999,0.807129,0.465332,0.564941,0.618164,0.6391600000000001,0.431396,0.624512,0.758789,0.8081050000000001,0.429688,0.577637,0.679199,0.720703,0.452881,0.5410159999999999,0.605957,0.632812,0.84375,0.820801,0.722168,0.625,0.543945,0.547363,0.410156,0.33886700000000003,0.297119,0.5195310000000001,0.412842,0.465088,0.528809,0.5112300000000001,0.397461,0.406738,0.441895,0.507812,0.412109,0.3874510000000001,0.390137,7.28667e-05,-0.0404358,-0.052795400000000006,-0.0467682,-0.0409698,-0.08102419999999999,-0.0840759,-0.0735855,-0.0688553,-0.035038,-0.034847300000000005,-0.0166893,0.00574112,0.0166607,0.0267982,0.0340271,0.043869,0.0675201,0.08705139999999999,0.0866699,0.0913239
3,0.501953,0.6157229999999999,0.676758,0.720703,0.734375,0.493408,0.504883,0.5117189999999999,0.510742,0.4516600000000001,0.5527340000000001,0.669922,0.733887,0.432373,0.529297,0.631836,0.687012,0.437012,0.5371090000000001,0.62207,0.674805,0.788086,0.700195,0.601074,0.514648,0.406982,0.450684,0.30004899999999995,0.204224,0.134766,0.448486,0.308105,0.32324200000000003,0.363525,0.459961,0.31567399999999995,0.329834,0.3718260000000001,0.471191,0.363525,0.3718260000000001,0.407715,8.881090000000001e-05,0.110168,0.11116,0.0704956,0.0248718,0.197144,0.245361,0.280304,0.289917,0.0936127,0.08102419999999999,0.06175990000000001,0.0510406,-0.00863552,-0.026397700000000003,-0.045738199999999986,-0.0644684,-0.1017,-0.112228,-0.113678,-0.12764
17,0.484619,0.6035159999999999,0.6547850000000001,0.5610350000000001,0.460693,0.628418,0.6757810000000001,0.7089840000000001,0.731445,0.5297850000000001,0.517578,0.501953,0.4812010000000001,0.4367680000000001,0.4228520000000001,0.4577640000000001,0.477783,0.355225,0.347412,0.384277,0.408447,0.812988,0.737793,0.6132810000000001,0.549805,0.5483399999999999,0.477783,0.329834,0.22644,0.131348,0.4697270000000001,0.296387,0.172729,0.0603943,0.502441,0.434814,0.539062,0.607422,0.557129,0.5014649999999999,0.580566,0.638672,7.3947e-05,-0.0857544,-0.142746,-0.201263,-0.245819,-0.0546265,-0.150909,-0.189667,-0.19043,-0.0798798,-0.146027,-0.176849,-0.191345,-0.123138,-0.228271,-0.221252,-0.197144,-0.179291,-0.246887,-0.249634,-0.240631
4,0.44873,0.578125,0.638184,0.5996090000000001,0.5375979999999999,0.6313479999999999,0.6308590000000001,0.608398,0.5893550000000001,0.518066,0.513184,0.491455,0.4836430000000001,0.418213,0.393311,0.378906,0.383057,0.320068,0.280762,0.279541,0.298096,0.85498,0.798828,0.688477,0.5922850000000001,0.530762,0.5253909999999999,0.396484,0.349609,0.35620100000000005,0.504883,0.35791,0.32251,0.355225,0.515625,0.369873,0.364746,0.411133,0.5561520000000001,0.443848,0.445068,0.484131,8.40425e-05,-0.153122,-0.245056,-0.32196,-0.399475,-0.091629,-0.215912,-0.353699,-0.447388,-0.0723648,-0.198059,-0.342102,-0.440674,-0.0746536,-0.196381,-0.312042,-0.375366,-0.0897217,-0.206451,-0.304718,-0.371094
5,0.474609,0.602539,0.6914060000000001,0.739258,0.7407229999999999,0.561523,0.639648,0.704102,0.749023,0.493408,0.5410159999999999,0.602051,0.6601560000000001,0.415771,0.416016,0.445801,0.484619,0.341553,0.279297,0.26416,0.269531,0.836426,0.797363,0.706543,0.602051,0.505371,0.59082,0.491699,0.4619140000000001,0.451904,0.546387,0.398193,0.318359,0.267822,0.534668,0.379639,0.286377,0.222168,0.551758,0.459717,0.400146,0.357422,9.51439e-05,-0.030899,-0.0520325,-0.0731659,-0.0905609,0.0538254,0.00649929,-0.0727844,-0.134811,0.0411606,0.0273895,-0.0136089,-0.0401306,0.0147533,0.022049000000000003,-0.00921726,-0.0361252,-0.0156021,-0.0294304,-0.0578308,-0.07667539999999999
0,0.5351560000000001,0.682617,0.7304689999999999,0.669922,0.5825199999999999,0.5717770000000001,0.539062,0.573242,0.600586,0.462891,0.423096,0.488037,0.530273,0.364258,0.331543,0.41333,0.462646,0.276611,0.260986,0.328125,0.370605,0.8081050000000001,0.6464840000000001,0.475342,0.335449,0.240967,0.422363,0.300537,0.377441,0.471924,0.461182,0.33618200000000004,0.4384770000000001,0.5371090000000001,0.522461,0.38916,0.494873,0.588379,0.602539,0.498047,0.564453,0.633789,0.000105798,-0.0419235,-0.0777817,-0.10498,-0.101013,-0.103989,-0.0765991,-0.0326157,-0.00144243,-0.109329,-0.160828,-0.14816300000000002,-0.124741,-0.113678,-0.173035,-0.178375,-0.157013,-0.115433,-0.140228,-0.138168,-0.119858
9,0.397705,0.524414,0.593262,0.573242,0.486084,0.513672,0.508789,0.5097659999999999,0.506836,0.435791,0.432617,0.445801,0.453857,0.362061,0.354004,0.384033,0.404541,0.296631,0.247559,0.221191,0.203491,0.830566,0.702148,0.5566409999999999,0.443359,0.4204100000000001,0.476807,0.365234,0.44043,0.513184,0.479248,0.377686,0.4733890000000001,0.5561520000000001,0.486572,0.391602,0.471436,0.549805,0.497803,0.380615,0.297852,0.222046,9.20892e-05,-0.016527200000000002,-0.013504,-0.0263596,-0.0225639,0.1017,0.030536700000000007,-0.0301361,-0.0268555,0.07724760000000001,-0.013408700000000004,-0.0628662,-0.0559616,0.0345802,-0.0521851,-0.0888062,-0.0744247,-0.014705700000000004,0.0131035,0.0369453,0.0601959
